OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID,Revenue,DiscountAmount,FinalAmount,Profit,ProfitMargin,Year,Month,MonthName,DayOfWeek,Quarter,Hour
ORD0001138,09-03-2024,CUST041168,Mohit Mehta,P00047,Memory Card 128GB,Toys & Games,CoreTech,5,500.49,0.1,180.18,7.6,2439.98,Debit Card,Delivered,Los Angeles,CA,United States,SELL01459,2502.45,250.245,2439.985,2064.425,0.824961538,2024,3,March,Saturday,1,0
ORD0001139,16-03-2022,CUST005585,Mohit Sharma,P00014,Drone Mini,Home & Kitchen,HomeEase,4,541.77,0.05,247.05,13.24,2319.02,Credit Card,Shipped,Austin,TX,United States,SELL01457,2167.08,108.354,2319.016,1798.436,0.829889067,2022,3,March,Wednesday,1,0
ORD0001140,08-01-2022,CUST017886,Sunita Joshi,P00030,Dress Shirt,Electronics,FitLife,5,314.96,0,0,5.82,1580.62,Debit Card,Delivered,Washington,DC,Australia,SELL00966,1574.8,0,1580.62,1568.98,0.996304293,2022,1,January,Saturday,1,0
ORD0001141,04-11-2022,CUST013443,Mohit Gupta,P00005,Laptop Sleeve,Home & Kitchen,KiddoFun,1,474.08,0.05,36.03,3.99,490.4,Credit Card,Delivered,Phoenix,AZ,United Kingdom,SELL01385,474.08,23.704,490.396,410.356,0.865583868,2022,11,November,Friday,4,0
ORD0001142,30-04-2023,CUST027293,Vivaan Sharma,P00021,Backpack,Home & Kitchen,CoreTech,2,349.96,0.1,31.5,1.29,662.72,Amazon Pay,Delivered,Jacksonville,FL,United Kingdom,SELL00010,699.92,69.992,662.718,597.138,0.853151789,2023,4,April,Sunday,2,0
ORD0001143,12-07-2024,CUST015637,Priya Kapoor,P00045,Phone Tripod,Sports & Outdoors,BrightLux,2,369.02,0.05,56.09,4.33,761.56,Credit Card,Delivered,Charlotte,NC,United States,SELL01548,738.04,36.902,761.558,640.718,0.868134518,2024,7,July,Friday,3,0
ORD0001144,29-04-2021,CUST006198,Kabir Verma,P00012,Noise Cancelling Headphones,Sports & Outdoors,BrightLux,4,200.46,0.15,54.53,12.79,748.88,Debit Card,Delivered,Indianapolis,IN,United States,SELL00233,801.84,120.276,748.884,614.244,0.766043101,2021,4,April,Thursday,2,0
ORD0001145,28-01-2020,CUST001780,Anjali Gupta,P00041,Webcam Full HD,Books,Apex,4,317.08,0,101.47,5.18,1374.97,Debit Card,Delivered,Phoenix,AZ,United States,SELL00231,1268.32,0,1374.97,1161.67,0.915912388,2020,1,January,Tuesday,1,0
ORD0001146,14-12-2021,CUST025990,Simran Reddy,P00014,Drone Mini,Clothing,BrightLux,3,549.06,0,0,3.35,1650.53,Net Banking,Delivered,Seattle,WA,Australia,SELL01086,1647.18,0,1650.53,1643.83,0.997966221,2021,12,December,Tuesday,4,0
ORD0001147,28-11-2022,CUST009081,Aman Joshi,P00014,Drone Mini,Sports & Outdoors,CoreTech,2,302.43,0,72.58,8.37,685.81,Credit Card,Delivered,Los Angeles,CA,United States,SELL01380,604.86,0,685.81,523.91,0.866167378,2022,11,November,Monday,4,0
ORD0001148,20-07-2023,CUST006359,Arjun Reddy,P00021,Backpack,Sports & Outdoors,UrbanStyle,3,7.11,0.15,0.91,3.45,22.49,Credit Card,Delivered,Jacksonville,FL,Canada,SELL01661,21.33,3.1995,22.4905,13.7705,0.645593061,2023,7,July,Thursday,3,0
ORD0001149,08-06-2023,CUST042994,Simran Gupta,P00022,Water Bottle,Books,FitLife,2,341.84,0.1,49.22,3.92,668.45,Amazon Pay,Delivered,San Jose,CA,India,SELL00747,683.68,68.368,668.452,562.172,0.822273578,2023,6,June,Thursday,2,0
ORD0001150,26-03-2020,CUST002502,Rohit Verma,P00014,Drone Mini,Home & Kitchen,FitLife,5,254.99,0.05,60.56,5.01,1276.77,Amazon Pay,Delivered,Denver,CO,India,SELL00977,1274.95,63.7475,1276.7725,1145.6325,0.898570532,2020,3,March,Thursday,1,0
ORD0001151,06-02-2024,CUST026317,Anjali Singh,P00050,Novel Bestseller,Sports & Outdoors,HomeEase,1,548.48,0.15,0,7.16,473.37,Credit Card,Shipped,Jacksonville,FL,United States,SELL01771,548.48,82.272,473.368,459.048,0.836945741,2024,2,February,Tuesday,1,0
ORD0001152,05-05-2020,CUST020349,Simran Gupta,P00014,Drone Mini,Books,BrightLux,4,172.15,0.1,30.99,11.19,661.92,Cash on Delivery,Shipped,Columbus,OH,United States,SELL00731,688.6,68.86,661.92,577.56,0.83874528,2020,5,May,Tuesday,2,0
ORD0001153,22-03-2022,CUST044745,Mohit Sharma,P00018,Vacuum Cleaner,Toys & Games,HomeEase,4,258.15,0.1,111.52,2.65,1043.51,Debit Card,Delivered,San Francisco,CA,United States,SELL00243,1032.6,103.26,1043.51,815.17,0.789434437,2022,3,March,Tuesday,1,0
ORD0001154,20-06-2021,CUST031304,Anjali Gupta,P00020,Office Chair,Books,Zenith,1,450.46,0.05,34.23,6.81,468.98,UPI,Shipped,Seattle,WA,United States,SELL01974,450.46,22.523,468.977,386.897,0.858893131,2021,6,June,Sunday,2,0
ORD0001155,24-05-2020,CUST036973,Ritika Kumar,P00034,Desk Organizer,Clothing,HomeEase,3,569.33,0,307.44,3.41,2018.84,UPI,Delivered,Denver,CO,United States,SELL01796,1707.99,0,2018.84,1397.14,0.818002447,2020,5,May,Sunday,2,0
ORD0001156,28-03-2024,CUST049179,Mohit Kapoor,P00048,Wireless Charger,Sports & Outdoors,FitLife,2,180.04,0,64.81,10.07,434.96,Credit Card,Delivered,Jacksonville,FL,United States,SELL00115,360.08,0,434.96,285.2,0.792046212,2024,3,March,Thursday,1,0
ORD0001157,20-05-2023,CUST031069,Sunita Mehta,P00037,Router,Sports & Outdoors,BrightLux,4,236.56,0.1,68.13,8.1,927.85,Cash on Delivery,Delivered,Washington,DC,United States,SELL00469,946.24,94.624,927.846,775.386,0.819439043,2023,5,May,Saturday,2,0
ORD0001158,25-01-2020,CUST042273,Aman Patel,P00044,Power Bank 20000mAh,Electronics,KiddoFun,2,534.71,0.15,45.45,8.01,962.47,Net Banking,Delivered,Chicago,IL,United States,SELL00539,1069.42,160.413,962.467,855.547,0.800010286,2020,1,January,Saturday,1,0
ORD0001159,22-05-2024,CUST031237,Aditya Mehta,P00013,Action Camera,Books,UrbanStyle,2,498.4,0.25,37.38,8.49,793.47,Credit Card,Shipped,Los Angeles,CA,United Kingdom,SELL01568,996.8,249.2,793.47,701.73,0.703982745,2024,5,May,Wednesday,2,0
ORD0001160,18-11-2023,CUST044518,Vihaan Singh,P00017,Electric Kettle,Books,FitLife,3,20.07,0.1,6.5,9.39,70.08,Credit Card,Delivered,Chicago,IL,United States,SELL01844,60.21,6.021,70.079,38.299,0.63609035,2023,11,November,Saturday,4,0
ORD0001161,07-03-2020,CUST044297,Arjun Joshi,P00001,Wireless Earbuds,Home & Kitchen,CoreTech,3,249.93,0,37.49,3.24,790.52,Net Banking,Delivered,Fort Worth,TX,United States,SELL00613,749.79,0,790.52,709.06,0.945678123,2020,3,March,Saturday,1,0
ORD0001162,20-08-2020,CUST010465,Anjali Kumar,P00013,Action Camera,Sports & Outdoors,FitLife,2,240.3,0.15,20.43,13.11,442.05,Debit Card,Pending,Columbus,OH,United States,SELL01131,480.6,72.09,442.05,374.97,0.780212235,2020,8,August,Thursday,3,0
ORD0001163,18-04-2020,CUST006006,Aarav Gupta,P00029,T-Shirt,Electronics,HomeEase,2,122.23,0,19.56,13.55,277.57,Credit Card,Delivered,Seattle,WA,United States,SELL01440,244.46,0,277.57,211.35,0.864558619,2020,4,April,Saturday,2,0
ORD0001164,15-03-2023,CUST013401,Sunita Kumar,P00036,Smart Light Bulb,Clothing,CoreTech,1,287.23,0,51.7,3.67,342.6,Credit Card,Delivered,San Diego,CA,United Kingdom,SELL00171,287.23,0,342.6,231.86,0.807227657,2023,3,March,Wednesday,1,0
ORD0001165,20-04-2020,CUST013415,Simran Gupta,P00041,Webcam Full HD,Toys & Games,CoreTech,5,333.48,0.2,66.7,13.37,1413.99,Credit Card,Delivered,Denver,CO,United States,SELL01778,1667.4,333.48,1413.99,1253.85,0.751979129,2020,4,April,Monday,2,0
ORD0001166,15-08-2020,CUST008522,Anjali Gupta,P00019,LED Desk Lamp,Toys & Games,FitLife,3,197.82,0,47.48,6.97,647.91,Cash on Delivery,Delivered,Fort Worth,TX,United States,SELL01774,593.46,0,647.91,539.01,0.908249924,2020,8,August,Saturday,3,0
ORD0001167,20-04-2020,CUST006052,Ritika Kapoor,P00029,T-Shirt,Toys & Games,FitLife,2,68.73,0,11,9.13,157.59,Credit Card,Returned,Charlotte,NC,United States,SELL01279,137.46,0,157.59,117.33,0.853557399,2020,4,April,Monday,2,0
ORD0001168,02-02-2024,CUST013437,Aarav Gupta,P00037,Router,Electronics,KiddoFun,4,569.19,0.05,173.03,5.67,2341.62,Amazon Pay,Delivered,San Jose,CA,United States,SELL00567,2276.76,113.838,2341.622,1984.222,0.87151127,2024,2,February,Friday,1,0
ORD0001169,03-02-2020,CUST004018,Vikas Kumar,P00042,Projector Mini,Toys & Games,NexPro,2,319.26,0,51.08,12.5,702.1,UPI,Delivered,San Antonio,TX,United States,SELL00907,638.52,0,702.1,574.94,0.900425985,2020,2,February,Monday,1,0
ORD0001170,14-09-2021,CUST019389,Vivaan Verma,P00010,Smartwatch,Clothing,NexPro,4,538.94,0,107.79,6.7,2270.25,Credit Card,Delivered,Los Angeles,CA,United Kingdom,SELL00569,2155.76,0,2270.25,2041.27,0.94689112,2021,9,September,Tuesday,3,0
ORD0001171,04-12-2024,CUST027952,Simran Gupta,P00050,Novel Bestseller,Toys & Games,UrbanStyle,3,180.56,0.2,0,11.65,444.99,Amazon Pay,Delivered,Denver,CO,India,SELL00292,541.68,108.336,444.994,421.694,0.778492837,2024,12,December,Wednesday,4,0
ORD0001172,24-10-2023,CUST022611,Mohit Mehta,P00018,Vacuum Cleaner,Electronics,FitLife,4,24.13,0.05,16.5,4.25,112.44,Debit Card,Delivered,Indianapolis,IN,India,SELL00377,96.52,4.826,112.444,70.944,0.735018649,2023,10,October,Tuesday,4,0
ORD0001173,17-01-2022,CUST044807,Aman Gupta,P00004,USB-C Charger,Electronics,Apex,5,113.21,0.1,0,12.91,522.36,Net Banking,Delivered,Fort Worth,TX,United States,SELL01005,566.05,56.605,522.355,496.535,0.877192827,2022,1,January,Monday,1,0
ORD0001174,17-08-2021,CUST005177,Vihaan Gupta,P00026,Sunglasses,Clothing,CoreTech,5,487.42,0,292.45,2.74,2732.29,Credit Card,Delivered,San Diego,CA,United States,SELL00917,2437.1,0,2732.29,2141.91,0.878876534,2021,8,August,Tuesday,3,0
ORD0001175,26-04-2024,CUST039711,Vikas Kapoor,P00013,Action Camera,Books,UrbanStyle,1,157.26,0.05,17.93,7.97,175.3,Credit Card,Delivered,Washington,DC,United States,SELL00409,157.26,7.863,175.297,123.497,0.785304591,2024,4,April,Friday,2,0
ORD0001176,28-02-2021,CUST044409,Sneha Kumar,P00050,Novel Bestseller,Clothing,ReadMore,2,374.65,0,37.46,4.01,790.77,Credit Card,Delivered,Charlotte,NC,United States,SELL00512,749.3,0,790.77,707.83,0.944655011,2021,2,February,Sunday,1,0
ORD0001177,04-09-2021,CUST035003,Arjun Joshi,P00007,Mechanical Keyboard,Electronics,Zenith,5,241.91,0.05,137.89,12.56,1299.52,Amazon Pay,Delivered,Houston,TX,United States,SELL00367,1209.55,60.4775,1299.5225,998.6225,0.825614898,2021,9,September,Saturday,3,0
ORD0001178,21-03-2024,CUST043487,Arjun Joshi,P00024,Yoga Mat,Toys & Games,CoreTech,4,427.15,0.05,194.78,6.62,1824.57,Net Banking,Delivered,San Diego,CA,United States,SELL00511,1708.6,85.43,1824.57,1421.77,0.832125717,2024,3,March,Thursday,1,0
ORD0001179,22-11-2021,CUST043694,Kabir Patel,P00027,Winter Jacket,Electronics,HomeEase,4,144.61,0.15,24.58,0.19,516.44,Credit Card,Delivered,Los Angeles,CA,United States,SELL01461,578.44,86.766,516.444,466.904,0.807177927,2021,11,November,Monday,4,0
ORD0001180,29-07-2023,CUST040273,Karan Reddy,P00011,Fitness Band,Toys & Games,FitLife,3,195.12,0.05,44.49,3.08,603.66,Amazon Pay,Delivered,Chicago,IL,India,SELL01531,585.36,29.268,603.662,508.522,0.868733771,2023,7,July,Saturday,3,0
ORD0001181,05-09-2023,CUST018255,Neha Reddy,P00047,Memory Card 128GB,Books,HomeEase,2,148.74,0.05,22.61,1.17,306.39,Credit Card,Delivered,New York,NY,United States,SELL00665,297.48,14.874,306.386,258.826,0.870061853,2023,9,September,Tuesday,3,0
ORD0001182,27-10-2024,CUST028295,Rohit Kumar,P00037,Router,Books,FitLife,1,159.57,0.05,18.19,2.81,172.59,Cash on Delivery,Delivered,Fort Worth,TX,United States,SELL01946,159.57,7.9785,172.5915,130.5915,0.818396315,2024,10,October,Sunday,4,0
ORD0001183,06-01-2024,CUST044126,Kabir Verma,P00030,Dress Shirt,Books,BrightLux,2,262.1,0.05,59.76,0.3,558.05,Credit Card,Delivered,Indianapolis,IN,United States,SELL00108,524.2,26.21,558.05,437.93,0.83542541,2024,1,January,Saturday,1,0
ORD0001184,10-11-2020,CUST038375,Aman Joshi,P00031,Kids Toy Car,Sports & Outdoors,KiddoFun,1,99.32,0.05,4.72,5.52,104.59,Debit Card,Delivered,New York,NY,United States,SELL00829,99.32,4.966,104.594,84.114,0.846898913,2020,11,November,Tuesday,4,0
ORD0001185,26-05-2022,CUST010638,Aman Patel,P00003,Smartphone Case,Books,ReadMore,3,20.22,0.15,0,11.13,62.69,Cash on Delivery,Delivered,Indianapolis,IN,United States,SELL01997,60.66,9.099,62.691,40.431,0.666518299,2022,5,May,Thursday,2,0
ORD0001186,30-10-2024,CUST013151,Aditya Kapoor,P00040,Microphone,Toys & Games,Zenith,2,569.89,0.05,86.62,13.6,1183.01,Debit Card,Shipped,New York,NY,India,SELL01653,1139.78,56.989,1183.011,982.571,0.86207075,2024,10,October,Wednesday,4,0
ORD0001187,01-11-2023,CUST009737,Vihaan Sharma,P00017,Electric Kettle,Home & Kitchen,ReadMore,4,66.34,0.1,0,4.17,242.99,Credit Card,Delivered,New York,NY,India,SELL00207,265.36,26.536,242.994,234.654,0.884285499,2023,11,November,Wednesday,4,0
ORD0001188,05-08-2023,CUST022641,Sahil Reddy,P00038,External HDD 2TB,Clothing,BrightLux,5,164.48,0.1,133.23,6.14,879.53,Credit Card,Pending,Indianapolis,IN,India,SELL01603,822.4,82.24,879.53,600.79,0.730532588,2023,8,August,Saturday,3,0
ORD0001189,31-12-2023,CUST028794,Rohit Kapoor,P00021,Backpack,Toys & Games,Apex,4,456.31,0,91.26,9.85,1926.35,Net Banking,Delivered,San Jose,CA,United States,SELL01985,1825.24,0,1926.35,1724.13,0.944604545,2023,12,December,Sunday,4,0
ORD0001190,23-10-2021,CUST038901,Sahil Singh,P00031,Kids Toy Car,Sports & Outdoors,HomeEase,1,386.93,0.1,27.86,14.87,390.97,UPI,Delivered,San Diego,CA,United Kingdom,SELL01224,386.93,38.693,390.967,305.507,0.789566588,2021,10,October,Saturday,4,0
ORD0001191,03-10-2020,CUST029058,Mohit Patel,P00032,Board Game,Sports & Outdoors,UrbanStyle,5,480.11,0,120.03,11.05,2531.63,Credit Card,Delivered,Seattle,WA,United States,SELL00760,2400.55,0,2531.63,2269.47,0.945395847,2020,10,October,Saturday,4,0
ORD0001192,29-09-2024,CUST019798,Aman Joshi,P00037,Router,Sports & Outdoors,CoreTech,4,238.75,0.1,42.98,2.02,904.5,UPI,Delivered,San Jose,CA,United States,SELL01729,955,95.5,904.5,814.5,0.852879581,2024,9,September,Sunday,3,0
ORD0001193,24-05-2024,CUST007938,Vihaan Kumar,P00008,4K Monitor,Home & Kitchen,CoreTech,5,308.92,0.15,236.32,13.01,1562.24,Debit Card,Delivered,Columbus,OH,India,SELL00328,1544.6,231.69,1562.24,1063.58,0.688579568,2024,5,May,Friday,2,0
ORD0001194,06-03-2024,CUST007631,Ritika Joshi,P00016,Air Fryer,Sports & Outdoors,FitLife,1,165.58,0.1,0,10.34,159.36,Net Banking,Shipped,Los Angeles,CA,United States,SELL01242,165.58,16.558,159.362,138.682,0.837552845,2024,3,March,Wednesday,1,0
ORD0001195,15-09-2021,CUST020166,Aditya Reddy,P00011,Fitness Band,Books,BrightLux,5,27.4,0,0,7.6,144.6,UPI,Pending,Los Angeles,CA,United States,SELL00404,137,0,144.6,129.4,0.944525547,2021,9,September,Wednesday,3,0
ORD0001196,30-05-2021,CUST027006,Simran Sharma,P00009,Portable SSD 1TB,Electronics,CoreTech,4,126.97,0.25,30.47,3.87,415.25,Net Banking,Delivered,New York,NY,United States,SELL00029,507.88,126.97,415.25,346.57,0.682385603,2021,5,May,Sunday,2,0
ORD0001197,05-10-2023,CUST020086,Simran Singh,P00018,Vacuum Cleaner,Sports & Outdoors,KiddoFun,1,540.69,0,64.88,1.65,607.22,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL01097,540.69,0,607.22,474.16,0.876953522,2023,10,October,Thursday,4,0
ORD0001198,22-04-2022,CUST041116,Aman Mehta,P00013,Action Camera,Electronics,Apex,1,570.21,0.3,0,14.95,414.1,Amazon Pay,Returned,Phoenix,AZ,India,SELL01373,570.21,171.063,414.097,384.197,0.673781589,2022,4,April,Friday,2,0
ORD0001199,09-01-2024,CUST027776,Simran Kapoor,P00032,Board Game,Sports & Outdoors,NexPro,3,386.3,0.25,156.45,8.17,1033.8,Credit Card,Delivered,Austin,TX,Canada,SELL00590,1158.9,289.725,1033.795,704.555,0.607951506,2024,1,January,Tuesday,1,0
ORD0001200,15-12-2020,CUST027691,Vivaan Reddy,P00030,Dress Shirt,Sports & Outdoors,Zenith,2,548.24,0.1,118.42,10.57,1115.82,Credit Card,Delivered,Charlotte,NC,United States,SELL00306,1096.48,109.648,1115.822,857.842,0.782359915,2020,12,December,Tuesday,4,0
ORD0001201,18-06-2024,CUST017983,Simran Gupta,P00020,Office Chair,Sports & Outdoors,CoreTech,1,76.79,0,3.84,4.98,85.61,Net Banking,Delivered,Washington,DC,United States,SELL01091,76.79,0,85.61,67.97,0.885141294,2024,6,June,Tuesday,2,0
ORD0001202,14-08-2024,CUST043389,Aarav Mehta,P00044,Power Bank 20000mAh,Toys & Games,FitLife,5,456.68,0.1,164.4,13.31,2232.77,Cash on Delivery,Delivered,Houston,TX,United States,SELL00258,2283.4,228.34,2232.77,1877.35,0.822173075,2024,8,August,Wednesday,3,0
ORD0001203,02-04-2022,CUST042641,Pooja Sharma,P00037,Router,Books,Zenith,4,476.13,0.3,159.98,8.6,1501.74,UPI,Delivered,New York,NY,United States,SELL00040,1904.52,571.356,1501.744,1164.584,0.611484259,2022,4,April,Saturday,2,0
ORD0001204,06-03-2023,CUST027923,Rohit Kapoor,P00034,Desk Organizer,Electronics,FitLife,2,487.35,0.2,62.38,4.14,846.28,UPI,Delivered,San Francisco,CA,United States,SELL01180,974.7,194.94,846.28,713.24,0.73175336,2023,3,March,Monday,1,0
ORD0001205,28-01-2022,CUST043397,Aditya Sharma,P00022,Water Bottle,Electronics,Zenith,4,516.11,0.1,92.9,12.54,1963.44,Credit Card,Delivered,Phoenix,AZ,United States,SELL01244,2064.44,206.444,1963.436,1752.556,0.848925617,2022,1,January,Friday,1,0
ORD0001206,17-06-2022,CUST033815,Karan Patel,P00037,Router,Home & Kitchen,FitLife,2,174.86,0.05,26.58,2.72,361.53,UPI,Shipped,Dallas,TX,United States,SELL00737,349.72,17.486,361.534,302.934,0.866218689,2022,6,June,Friday,2,0
ORD0001207,30-08-2020,CUST020332,Aditya Reddy,P00006,Gaming Mouse,Sports & Outdoors,Apex,2,154.56,0.1,22.26,12.17,312.64,Credit Card,Delivered,Charlotte,NC,United States,SELL01105,309.12,30.912,312.638,243.778,0.788619306,2020,8,August,Sunday,3,0
ORD0001208,26-06-2021,CUST011648,Vivaan Verma,P00029,T-Shirt,Home & Kitchen,Zenith,3,430.69,0,0,10.83,1302.9,Net Banking,Delivered,Jacksonville,FL,United States,SELL01486,1292.07,0,1302.9,1281.24,0.991618101,2021,6,June,Saturday,2,0
ORD0001209,29-11-2022,CUST015489,Neha Sharma,P00049,Children's Book,Toys & Games,Apex,2,248.57,0,59.66,2.81,559.61,Credit Card,Delivered,Dallas,TX,India,SELL01200,497.14,0,559.61,434.67,0.874341232,2022,11,November,Tuesday,4,0
ORD0001210,16-08-2020,CUST003483,Priya Mehta,P00044,Power Bank 20000mAh,Toys & Games,ReadMore,2,590.28,0.1,127.5,3.74,1193.74,Amazon Pay,Delivered,Charlotte,NC,United States,SELL01758,1180.56,118.056,1193.744,931.264,0.788832419,2020,8,August,Sunday,3,0
ORD0001211,01-07-2021,CUST042795,Mohit Singh,P00004,USB-C Charger,Books,BrightLux,1,589.49,0.1,0,9.08,539.62,Credit Card,Delivered,Jacksonville,FL,United States,SELL00573,589.49,58.949,539.621,521.461,0.884596855,2021,7,July,Thursday,3,0
ORD0001212,08-07-2022,CUST027929,Karan Patel,P00010,Smartwatch,Toys & Games,ReadMore,2,317.41,0,31.74,3.19,669.75,Debit Card,Shipped,Chicago,IL,Canada,SELL00889,634.82,0,669.75,599.89,0.944976529,2022,7,July,Friday,3,0
ORD0001213,31-05-2023,CUST007942,Sunita Joshi,P00046,Car Charger,Home & Kitchen,BrightLux,2,575.1,0,57.51,7.74,1215.45,Credit Card,Delivered,Seattle,WA,United States,SELL01227,1150.2,0,1215.45,1084.95,0.943270736,2023,5,May,Wednesday,2,0
ORD0001214,06-01-2020,CUST032996,Sunita Mehta,P00034,Desk Organizer,Clothing,ReadMore,3,567.66,0,204.36,7.18,1914.52,Debit Card,Delivered,San Antonio,TX,India,SELL00627,1702.98,0,1914.52,1491.44,0.875782452,2020,1,January,Monday,1,0
ORD0001215,07-09-2023,CUST019020,Aditya Reddy,P00019,LED Desk Lamp,Sports & Outdoors,BrightLux,5,32.24,0.1,26.11,7.37,178.56,UPI,Delivered,Seattle,WA,India,SELL00627,161.2,16.12,178.56,111.6,0.692307692,2023,9,September,Thursday,3,0
ORD0001216,12-04-2021,CUST036121,Arjun Patel,P00010,Smartwatch,Toys & Games,KiddoFun,3,377.76,0.05,129.19,6.56,1212.37,UPI,Shipped,Chicago,IL,India,SELL00266,1133.28,56.664,1212.366,940.866,0.830214951,2021,4,April,Monday,2,0
ORD0001217,21-10-2024,CUST045770,Vihaan Singh,P00032,Board Game,Home & Kitchen,Zenith,1,164.95,0.05,28.21,8.56,193.47,Credit Card,Delivered,Los Angeles,CA,United States,SELL01232,164.95,8.2475,193.4725,119.9325,0.727083965,2024,10,October,Monday,4,0
ORD0001218,15-03-2020,CUST006775,Sahil Mehta,P00009,Portable SSD 1TB,Clothing,BrightLux,2,174.92,0.15,14.87,2.51,314.74,Credit Card,Delivered,Indianapolis,IN,United States,SELL00967,349.84,52.476,314.744,279.984,0.800320146,2020,3,March,Sunday,1,0
ORD0001219,04-01-2020,CUST035580,Aman Singh,P00018,Vacuum Cleaner,Clothing,HomeEase,4,144.65,0.1,62.49,10.74,593.97,UPI,Shipped,Columbus,OH,United States,SELL01377,578.6,57.86,593.97,447.51,0.77343588,2020,1,January,Saturday,1,0
ORD0001220,07-10-2021,CUST014970,Sneha Sharma,P00009,Portable SSD 1TB,Home & Kitchen,ReadMore,5,19.74,0.2,3.95,4.86,87.77,Amazon Pay,Delivered,New York,NY,United States,SELL00509,98.7,19.74,87.77,70.15,0.710739615,2021,10,October,Thursday,4,0
ORD0001221,27-04-2020,CUST015931,Aarav Gupta,P00011,Fitness Band,Electronics,HomeEase,3,327.96,0.05,0,6.52,941.21,UPI,Delivered,Denver,CO,United Kingdom,SELL00092,983.88,49.194,941.206,928.166,0.943373176,2020,4,April,Monday,2,0
ORD0001222,30-05-2022,CUST023607,Simran Reddy,P00002,Bluetooth Speaker,Electronics,ReadMore,1,374.72,0.3,20.98,14.32,297.6,Debit Card,Delivered,Chicago,IL,United States,SELL01531,374.72,112.416,297.604,227.004,0.605796328,2022,5,May,Monday,2,0
ORD0001223,17-06-2024,CUST040600,Karan Reddy,P00001,Wireless Earbuds,Clothing,KiddoFun,5,124.18,0.05,47.19,11.43,648.48,Credit Card,Delivered,Dallas,TX,India,SELL01989,620.9,31.045,648.475,531.235,0.855588662,2024,6,June,Monday,2,0
ORD0001224,18-05-2021,CUST003403,Sunita Kumar,P00031,Kids Toy Car,Home & Kitchen,NexPro,1,469.5,0.05,22.3,1.69,470.02,Credit Card,Delivered,Austin,TX,Canada,SELL00693,469.5,23.475,470.015,422.035,0.898903088,2021,5,May,Tuesday,2,0
ORD0001225,04-08-2022,CUST003736,Sneha Joshi,P00035,Desk Plant,Toys & Games,BrightLux,4,491.67,0.25,118,3.14,1596.15,Net Banking,Delivered,Fort Worth,TX,United States,SELL00200,1966.68,491.67,1596.15,1353.87,0.688403807,2022,8,August,Thursday,3,0
ORD0001226,27-07-2021,CUST002435,Vikas Singh,P00041,Webcam Full HD,Clothing,HomeEase,5,327.63,0.05,77.81,13.82,1647.87,Credit Card,Delivered,Denver,CO,United States,SELL01297,1638.15,81.9075,1647.8725,1464.6125,0.894064951,2021,7,July,Tuesday,3,0
ORD0001227,04-01-2024,CUST015016,Pooja Kumar,P00028,Jeans,Sports & Outdoors,CoreTech,1,117.2,0,5.86,14.47,137.53,Debit Card,Delivered,San Jose,CA,Canada,SELL01502,117.2,0,137.53,96.87,0.826535836,2024,1,January,Thursday,1,0
ORD0001228,12-07-2020,CUST003220,Vihaan Sharma,P00046,Car Charger,Clothing,UrbanStyle,3,411.05,0,98.65,12.56,1344.36,Debit Card,Delivered,Denver,CO,United States,SELL00476,1233.15,0,1344.36,1121.94,0.909816324,2020,7,July,Sunday,3,0
ORD0001229,26-04-2022,CUST029015,Karan Kapoor,P00027,Winter Jacket,Home & Kitchen,Apex,5,132.38,0,119.14,1.45,782.49,Credit Card,Cancelled,New York,NY,India,SELL00433,661.9,0,782.49,541.31,0.817812358,2022,4,April,Tuesday,2,0
ORD0001230,15-12-2021,CUST017532,Aarav Kumar,P00010,Smartwatch,Sports & Outdoors,Zenith,4,103.11,0.05,19.59,0.3,411.71,Debit Card,Delivered,Washington,DC,United States,SELL00872,412.44,20.622,411.708,371.928,0.901774804,2021,12,December,Wednesday,4,0
ORD0001231,16-11-2023,CUST004836,Rohit Verma,P00017,Electric Kettle,Clothing,HomeEase,3,404.27,0.05,138.26,3.06,1293.49,Net Banking,Delivered,San Diego,CA,United States,SELL00937,1212.81,60.6405,1293.4895,1010.8495,0.833477214,2023,11,November,Thursday,4,0
ORD0001232,15-11-2022,CUST031053,Vihaan Kapoor,P00038,External HDD 2TB,Electronics,Apex,2,60.64,0,21.83,5.67,148.78,Debit Card,Delivered,Jacksonville,FL,United States,SELL00247,121.28,0,148.78,93.78,0.773251979,2022,11,November,Tuesday,4,0
ORD0001233,29-12-2023,CUST028132,Vivaan Joshi,P00035,Desk Plant,Books,Zenith,2,464.81,0,46.48,12.09,988.19,Credit Card,Shipped,San Francisco,CA,India,SELL00291,929.62,0,988.19,871.05,0.936995762,2023,12,December,Friday,4,0
ORD0001234,21-06-2020,CUST049858,Kabir Sharma,P00045,Phone Tripod,Sports & Outdoors,BrightLux,5,195.23,0.05,46.37,7.14,980.85,Debit Card,Delivered,Seattle,WA,United Kingdom,SELL00365,976.15,48.8075,980.8525,873.8325,0.895182605,2020,6,June,Sunday,2,0
